year,state,month,number
2010,Minas Gerais,Mar,109
2011,Minas Gerais,Mar,67
2012,Minas Gerais,Mar,152
2013,Minas Gerais,Mar,110
2014,Minas Gerais,Mar,77
2015,Minas Gerais,Mar,80
2016,Minas Gerais,Mar,123
2017,Minas Gerais,Mar,105
1998,Minas Gerais,Apr,0
1999,Minas Gerais,Apr,27
2000,Minas Gerais,Apr,49
2001,Minas Gerais,Apr,60
2002,Minas Gerais,Apr,99
2003,Minas Gerais,Apr,215
2004,Minas Gerais,Apr,48
2005,Minas Gerais,Apr,89
2006,Minas Gerais,Apr,50
2007,Minas Gerais,Apr,35
2008,Minas Gerais,Apr,113
2009,Minas Gerais,Apr,26
2010,Minas Gerais,Apr,112
2011,Minas Gerais,Apr,66
2012,Minas Gerais,Apr,180
2013,Minas Gerais,Apr,61
2014,Minas Gerais,Apr,161
2015,Minas Gerais,Apr,109
2016,Minas Gerais,Apr,172
2017,Minas Gerais,Apr,69
1998,Minas Gerais,May,0
1999,Minas Gerais,May,51
2000,Minas Gerais,May,67
2001,Minas Gerais,May,83
2002,Minas Gerais,May,98
2003,Minas Gerais,May,75
2004,Minas Gerais,May,79
2005,Minas Gerais,May,134
2006,Minas Gerais,May,62
2007,Minas Gerais,May,124
2008,Minas Gerais,May,50
2009,Minas Gerais,May,128
2010,Minas Gerais,May,179
2011,Minas Gerais,May,151
2012,Minas Gerais,May,144
2013,Minas Gerais,May,150
2014,Minas Gerais,May,224
2015,Minas Gerais,May,114
2016,Minas Gerais,May,186
2017,Minas Gerais,May,125
1998,Minas Gerais,Jun,70
1999,Minas Gerais,Jun,132
2000,Minas Gerais,Jun,135
2001,Minas Gerais,Jun,166
2002,Minas Gerais,Jun,207
2003,Minas Gerais,Jun,245
2004,Minas Gerais,Jun,209
2005,Minas Gerais,Jun,246
2006,Minas Gerais,Jun,73
2007,Minas Gerais,Jun,184
2008,Minas Gerais,Jun,48
2009,Minas Gerais,Jun,173
2010,Minas Gerais,Jun,139
2011,Minas Gerais,Jun,304
2012,Minas Gerais,Jun,219
2013,Minas Gerais,Jun,144
2014,Minas Gerais,Jun,376
2015,Minas Gerais,Jun,200
2016,Minas Gerais,Jun,263
2017,Minas Gerais,Jun,360
1998,Minas Gerais,Jul,232
1999,Minas Gerais,Jul,318
2000,Minas Gerais,Jul,345
2001,Minas Gerais,Jul,266
2002,Minas Gerais,Jul,741
2003,Minas Gerais,Jul,407
2004,Minas Gerais,Jul,625
2005,Minas Gerais,Jul,467
2006,Minas Gerais,Jul,336
2007,Minas Gerais,Jul,446
2008,Minas Gerais,Jul,194
2009,Minas Gerais,Jul,477
2010,Minas Gerais,Jul,707
2011,Minas Gerais,Jul,801
2012,Minas Gerais,Jul,669
2013,Minas Gerais,Jul,462
2014,Minas Gerais,Jul,559
2015,Minas Gerais,Jul,288
2016,Minas Gerais,Jul,1004
2017,Minas Gerais,Jul,610
1998,Minas Gerais,Aug,875
1999,Minas Gerais,Aug,1190
2000,Minas Gerais,Aug,769
2001,Minas Gerais,Aug,858
2002,Minas Gerais,Aug,2041
2003,Minas Gerais,Aug,1955
2004,Minas Gerais,Aug,1642
2005,Minas Gerais,Aug,1029
2006,Minas Gerais,Aug,959
2007,Minas Gerais,Aug,2975
2008,Minas Gerais,Aug,605
2009,Minas Gerais,Aug,685
2010,Minas Gerais,Aug,3353
2011,Minas Gerais,Aug,2742
2012,Minas Gerais,Aug,901
2013,Minas Gerais,Aug,911
2014,Minas Gerais,Aug,1952
2015,Minas Gerais,Aug,1059
2016,Minas Gerais,Aug,1433
2017,Minas Gerais,Aug,2142
1998,Minas Gerais,Sep,1981
1999,Minas Gerais,Sep,2686
2000,Minas Gerais,Sep,1080
2001,Minas Gerais,Sep,1597
2002,Minas Gerais,Sep,3100
2003,Minas Gerais,Sep,7091
2004,Minas Gerais,Sep,4339
2005,Minas Gerais,Sep,2047
2006,Minas Gerais,Sep,2780
2007,Minas Gerais,Sep,5088
2008,Minas Gerais,Sep,2552
2009,Minas Gerais,Sep,1310
2010,Minas Gerais,Sep,5059
2011,Minas Gerais,Sep,5978
2012,Minas Gerais,Sep,3219
2013,Minas Gerais,Sep,1656
2014,Minas Gerais,Sep,3454
2015,Minas Gerais,Sep,3088
2016,Minas Gerais,Sep,2093
2017,Minas Gerais,Sep,4697
1998,Minas Gerais,Oct,1093
1999,Minas Gerais,Oct,1363
2000,Minas Gerais,Oct,1954
2001,Minas Gerais,Oct,528
2002,Minas Gerais,Oct,4788
2003,Minas Gerais,Oct,5391
2004,Minas Gerais,Oct,2736
2005,Minas Gerais,Oct,6546
2006,Minas Gerais,Oct,616
2007,Minas Gerais,Oct,3467
2008,Minas Gerais,Oct,3787
2009,Minas Gerais,Oct,1013
2010,Minas Gerais,Oct,2048
2011,Minas Gerais,Oct,1206
2012,Minas Gerais,Oct,3970
2013,Minas Gerais,Oct,1221
2014,Minas Gerais,Oct,4735
2015,Minas Gerais,Oct,3708
2016,Minas Gerais,Oct,948
2017,Minas Gerais,Oct,3062
1998,Minas Gerais,Nov,32
1999,Minas Gerais,Nov,271
2000,Minas Gerais,Nov,43
2001,Minas Gerais,Nov,62
2002,Minas Gerais,Nov,417
2003,Minas Gerais,Nov,399
2004,Minas Gerais,Nov,914
2005,Minas Gerais,Nov,422
2006,Minas Gerais,Nov,59
2007,Minas Gerais,Nov,1305
2008,Minas Gerais,Nov,892
2009,Minas Gerais,Nov,246
2010,Minas Gerais,Nov,82
2011,Minas Gerais,Nov,153
2012,Minas Gerais,Nov,220
2013,Minas Gerais,Nov,277
2014,Minas Gerais,Nov,398
2015,Minas Gerais,Nov,1453
2016,Minas Gerais,Nov,126
2017,Minas Gerais,Nov,136
1998,Minas Gerais,Dec,21
1999,Minas Gerais,Dec,32
2000,Minas Gerais,Dec,14
2001,Minas Gerais,Dec,44
2002,Minas Gerais,Dec,225
2003,Minas Gerais,Dec,225
2004,Minas Gerais,Dec,125
2005,Minas Gerais,Dec,65
2006,Minas Gerais,Dec,32
2007,Minas Gerais,Dec,95
2008,Minas Gerais,Dec,25
2009,Minas Gerais,Dec,108
2010,Minas Gerais,Dec,105
2011,Minas Gerais,Dec,43
2012,Minas Gerais,Dec,189
2013,Minas Gerais,Dec,98
2014,Minas Gerais,Dec,155
2015,Minas Gerais,Dec,295
2016,Minas Gerais,Dec,91
1998,Pará,Jan,0
1999,Pará,Jan,87
2000,Pará,Jan,30
2001,Pará,Jan,34
2002,Pará,Jan,144
2003,Pará,Jan,900
2004,Pará,Jan,579
2005,Pará,Jan,1768
2006,Pará,Jan,403
2007,Pará,Jan,467
2008,Pará,Jan,131
2009,Pará,Jan,241
2010,Pará,Jan,437
2011,Pará,Jan,108
2012,Pará,Jan,392
2013,Pará,Jan,167
2014,Pará,Jan,251
2015,Pará,Jan,725
2016,Pará,Jan,1322
2017,Pará,Jan,219
1998,Pará,Feb,0
1999,Pará,Feb,285
2000,Pará,Feb,29
2001,Pará,Feb,16
2002,Pará,Feb,120
2003,Pará,Feb,34
2004,Pará,Feb,20
2005,Pará,Feb,85
2006,Pará,Feb,49
2007,Pará,Feb,23
2008,Pará,Feb,54
2009,Pará,Feb,15
2010,Pará,Feb,102
2011,Pará,Feb,13
2012,Pará,Feb,63
2013,Pará,Feb,30
2014,Pará,Feb,37
2015,Pará,Feb,108
2016,Pará,Feb,430
2017,Pará,Feb,14
1998,Pará,Mar,0
1999,Pará,Mar,7
2000,Pará,Mar,181
2001,Pará,Mar,0
2002,Pará,Mar,14
2003,Pará,Mar,27
2004,Pará,Mar,22
2005,Pará,Mar,21
2006,Pará,Mar,10
2007,Pará,Mar,6
2008,Pará,Mar,4
2009,Pará,Mar,4
2010,Pará,Mar,110
2011,Pará,Mar,21
2012,Pará,Mar,30
2013,Pará,Mar,19
2014,Pará,Mar,34
2015,Pará,Mar,61
2016,Pará,Mar,81
2017,Pará,Mar,42
1998,Pará,Apr,0
1999,Pará,Apr,6
2000,Pará,Apr,40
2001,Pará,Apr,0
2002,Pará,Apr,11
2003,Pará,Apr,14
2004,Pará,Apr,23
2005,Pará,Apr,14
2006,Pará,Apr,2
2007,Pará,Apr,0
2008,Pará,Apr,7
2009,Pará,Apr,8
2010,Pará,Apr,22
2011,Pará,Apr,10
2012,Pará,Apr,11
2013,Pará,Apr,20
2014,Pará,Apr,27
2015,Pará,Apr,27
2016,Pará,Apr,66
2017,Pará,Apr,45
1998,Pará,May,0
1999,Pará,May,4
2000,Pará,May,12
2001,Pará,May,7
2002,Pará,May,18
2003,Pará,May,3
2004,Pará,May,44
2005,Pará,May,37
2006,Pará,May,0
2007,Pará,May,9
2008,Pará,May,0
2009,Pará,May,7
2010,Pará,May,57
2011,Pará,May,16
2012,Pará,May,59
2013,Pará,May,42
2014,Pará,May,70
2015,Pará,May,95
2016,Pará,May,154
2017,Pará,May,114
1998,Pará,Jun,58
1999,Pará,Jun,37
2000,Pará,Jun,59
2001,Pará,Jun,42
2002,Pará,Jun,149
2003,Pará,Jun,64
2004,Pará,Jun,340
2005,Pará,Jun,304
2006,Pará,Jun,78
2007,Pará,Jun,129
2008,Pará,Jun,48
2009,Pará,Jun,38
2010,Pará,Jun,94
2011,Pará,Jun,105
2012,Pará,Jun,183
2013,Pará,Jun,173
2014,Pará,Jun,319
2015,Pará,Jun,265
2016,Pará,Jun,502
2017,Pará,Jun,679
1998,Pará,Jul,638
1999,Pará,Jul,982
2000,Pará,Jul,426
2001,Pará,Jul,708
2002,Pará,Jul,772
2003,Pará,Jul,1571
2004,Pará,Jul,4436
2005,Pará,Jul,4364
2006,Pará,Jul,615
2007,Pará,Jul,476
2008,Pará,Jul,971
2009,Pará,Jul,397
2010,Pará,Jul,1432
2011,Pará,Jul,632
2012,Pará,Jul,661
2013,Pará,Jul,447
2014,Pará,Jul,825
2015,Pará,Jul,906
2016,Pará,Jul,1579
2017,Pará,Jul,4985
1998,Pará,Aug,6815
1999,Pará,Aug,6178
2000,Pará,Aug,5484
2001,Pará,Aug,9043
2002,Pará,Aug,15664
2003,Pará,Aug,6255
2004,Pará,Aug,12812
2005,Pará,Aug,13055
2006,Pará,Aug,7575
2007,Pará,Aug,14352
2008,Pará,Aug,4435
2009,Pará,Aug,3859
2010,Pará,Aug,18130
2011,Pará,Aug,2195
2012,Pará,Aug,6964
2013,Pará,Aug,2161
2014,Pará,Aug,8555
2015,Pará,Aug,7913
2016,Pará,Aug,4863
2017,Pará,Aug,11962
1998,Pará,Sep,6237
1999,Pará,Sep,4419
2000,Pará,Sep,2569
2001,Pará,Sep,6139
2002,Pará,Sep,5609
2003,Pará,Sep,8447
2004,Pará,Sep,9471
2005,Pará,Sep,9032
2006,Pará,Sep,8372
2007,Pará,Sep,14590
2008,Pará,Sep,6294
2009,Pará,Sep,6051
2010,Pará,Sep,10810
2011,Pará,Sep,5185
2012,Pará,Sep,6870
2013,Pará,Sep,3360
2014,Pará,Sep,6787
2015,Pará,Sep,11068
2016,Pará,Sep,3953
2017,Pará,Sep,25004
1998,Pará,Oct,3665
1999,Pará,Oct,5026
2000,Pará,Oct,4313
2001,Pará,Oct,5096
2002,Pará,Oct,5189
2003,Pará,Oct,3803
2004,Pará,Oct,4726
2005,Pará,Oct,5083
2006,Pará,Oct,5964
2007,Pará,Oct,2504
2008,Pará,Oct,6653
2009,Pará,Oct,6342
2010,Pará,Oct,3843
2011,Pará,Oct,3141
2012,Pará,Oct,3714
2013,Pará,Oct,4921
2014,Pará,Oct,6448
2015,Pará,Oct,7781
2016,Pará,Oct,5281
2017,Pará,Oct,7628
1998,Pará,Nov,1861
1999,Pará,Nov,2682
2000,Pará,Nov,3366
2001,Pará,Nov,4938
2002,Pará,Nov,7996
2003,Pará,Nov,6195
2004,Pará,Nov,9842
2005,Pará,Nov,4968
2006,Pará,Nov,2883
2007,Pará,Nov,2890
2008,Pará,Nov,2403
2009,Pará,Nov,10012
2010,Pará,Nov,4417
2011,Pará,Nov,3043
2012,Pará,Nov,6156
2013,Pará,Nov,3688
2014,Pará,Nov,7767
2015,Pará,Nov,9643
2016,Pará,Nov,7879
2017,Pará,Nov,9079
1998,Pará,Dec,1008
1999,Pará,Dec,766
2000,Pará,Dec,1698
2001,Pará,Dec,2564
2002,Pará,Dec,3118
2003,Pará,Dec,4787
2004,Pará,Dec,5508
2005,Pará,Dec,1495
2006,Pará,Dec,1417
2007,Pará,Dec,689
2008,Pará,Dec,684
2009,Pará,Dec,2832
2010,Pará,Dec,1612
2011,Pará,Dec,3218
2012,Pará,Dec,1812
2013,Pará,Dec,5514
2014,Pará,Dec,4828
2015,Pará,Dec,6610
2016,Pará,Dec,3300
1998,Paraíba,Jan,0
1999,Paraíba,Jan,26
2000,Paraíba,Jan,0
2001,Paraíba,Jan,11
2002,Paraíba,Jan,5
2003,Paraíba,Jan,70
2004,Paraíba,Jan,33
2005,Paraíba,Jan,178
2006,Paraíba,Jan,83
2007,Paraíba,Jan,69
2008,Paraíba,Jan,77
2009,Paraíba,Jan,115
2010,Paraíba,Jan,46
2011,Paraíba,Jan,11
2012,Paraíba,Jan,61
2013,Paraíba,Jan,38
2014,Paraíba,Jan,75
2015,Paraíba,Jan,42
2016,Paraíba,Jan,18
2017,Paraíba,Jan,23
1998,Paraíba,Feb,0
1999,Paraíba,Feb,2
2000,Paraíba,Feb,11
2001,Paraíba,Feb,6
2002,Paraíba,Feb,18
2003,Paraíba,Feb,3
2004,Paraíba,Feb,3
2005,Paraíba,Feb,15
2006,Paraíba,Feb,7
2007,Paraíba,Feb,7
2008,Paraíba,Feb,20
2009,Paraíba,Feb,9
2010,Paraíba,Feb,15
2011,Paraíba,Feb,5
2012,Paraíba,Feb,15
2013,Paraíba,Feb,9
2014,Paraíba,Feb,6
2015,Paraíba,Feb,15
2016,Paraíba,Feb,4
2017,Paraíba,Feb,8
1998,Paraíba,Mar,0
1999,Paraíba,Mar,1
2000,Paraíba,Mar,5
2001,Paraíba,Mar,0
2002,Paraíba,Mar,3
2003,Paraíba,Mar,0
2004,Paraíba,Mar,3
2005,Paraíba,Mar,13
2006,Paraíba,Mar,4
2007,Paraíba,Mar,1
2008,Paraíba,Mar,8
2009,Paraíba,Mar,2
2010,Paraíba,Mar,16
2011,Paraíba,Mar,6
2012,Paraíba,Mar,4
2013,Paraíba,Mar,3
2014,Paraíba,Mar,18
2015,Paraíba,Mar,7
2016,Paraíba,Mar,1
2017,Paraíba,Mar,2
1998,Paraíba,Apr,0
1999,Paraíba,Apr,3
2000,Paraíba,Apr,1
2001,Paraíba,Apr,0
2002,Paraíba,Apr,1
2003,Paraíba,Apr,0
2004,Paraíba,Apr,3
2005,Paraíba,Apr,2
2006,Paraíba,Apr,0
2007,Paraíba,Apr,0
2008,Paraíba,Apr,0
2009,Paraíba,Apr,1
2010,Paraíba,Apr,2
2011,Paraíba,Apr,2
2012,Paraíba,Apr,13
2013,Paraíba,Apr,6
2014,Paraíba,Apr,8
2015,Paraíba,Apr,11
2016,Paraíba,Apr,1
2017,Paraíba,Apr,1
1998,Paraíba,May,0
1999,Paraíba,May,0
2000,Paraíba,May,0
2001,Paraíba,May,4
2002,Paraíba,May,1
2003,Paraíba,May,0
2004,Paraíba,May,1
2005,Paraíba,May,0
2006,Paraíba,May,0
2007,Paraíba,May,0
2008,Paraíba,May,0
2009,Paraíba,May,0
2010,Paraíba,May,10
2011,Paraíba,May,0
2012,Paraíba,May,10
2013,Paraíba,May,3
2014,Paraíba,May,1
2015,Paraíba,May,6
2016,Paraíba,May,1
2017,Paraíba,May,1
1998,Paraíba,Jun,3
1999,Paraíba,Jun,1
2000,Paraíba,Jun,2
2001,Paraíba,Jun,0
2002,Paraíba,Jun,1
2003,Paraíba,Jun,0
2004,Paraíba,Jun,0
2005,Paraíba,Jun,0
2006,Paraíba,Jun,0
2007,Paraíba,Jun,0
2008,Paraíba,Jun,0
2009,Paraíba,Jun,0
2010,Paraíba,Jun,3
2011,Paraíba,Jun,2
2012,Paraíba,Jun,5
2013,Paraíba,Jun,3
2014,Paraíba,Jun,1
2015,Paraíba,Jun,0
2016,Paraíba,Jun,4
2017,Paraíba,Jun,0
1998,Paraíba,Jul,0
1999,Paraíba,Jul,1
2000,Paraíba,Jul,0
2001,Paraíba,Jul,8
2002,Paraíba,Jul,8
2003,Paraíba,Jul,6
2004,Paraíba,Jul,1
2005,Paraíba,Jul,0
2006,Paraíba,Jul,1
2007,Paraíba,Jul,1
2008,Paraíba,Jul,0
2009,Paraíba,Jul,3
2010,Paraíba,Jul,7
2011,Paraíba,Jul,6
2012,Paraíba,Jul,5
2013,Paraíba,Jul,1
2014,Paraíba,Jul,9
2015,Paraíba,Jul,3
2016,Paraíba,Jul,22
2017,Paraíba,Jul,2
1998,Paraíba,Aug,3
1999,Paraíba,Aug,4
2000,Paraíba,Aug,7
2001,Paraíba,Aug,34
2002,Paraíba,Aug,38
2003,Paraíba,Aug,14
2004,Paraíba,Aug,18
2005,Paraíba,Aug,0
2006,Paraíba,Aug,3
2007,Paraíba,Aug,8
2008,Paraíba,Aug,1
2009,Paraíba,Aug,4
2010,Paraíba,Aug,9
2011,Paraíba,Aug,12
2012,Paraíba,Aug,13
2013,Paraíba,Aug,3
2014,Paraíba,Aug,30
2015,Paraíba,Aug,5
2016,Paraíba,Aug,50
2017,Paraíba,Aug,3
1998,Paraíba,Sep,50
1999,Paraíba,Sep,14
2000,Paraíba,Sep,9
2001,Paraíba,Sep,98
2002,Paraíba,Sep,63
2003,Paraíba,Sep,81
2004,Paraíba,Sep,34
2005,Paraíba,Sep,13
2006,Paraíba,Sep,27
2007,Paraíba,Sep,22
2008,Paraíba,Sep,21
2009,Paraíba,Sep,28
2010,Paraíba,Sep,37
2011,Paraíba,Sep,55
2012,Paraíba,Sep,71
2013,Paraíba,Sep,25
2014,Paraíba,Sep,51
2015,Paraíba,Sep,48
2016,Paraíba,Sep,131
2017,Paraíba,Sep,30
1998,Paraíba,Oct,179
1999,Paraíba,Oct,48
2000,Paraíba,Oct,125
2001,Paraíba,Oct,279
2002,Paraíba,Oct,193
2003,Paraíba,Oct,381
2004,Paraíba,Oct,190
2005,Paraíba,Oct,155
2006,Paraíba,Oct,135
2007,Paraíba,Oct,111
2008,Paraíba,Oct,80
2009,Paraíba,Oct,117
2010,Paraíba,Oct,150
2011,Paraíba,Oct,200
2012,Paraíba,Oct,136
2013,Paraíba,Oct,58
2014,Paraíba,Oct,70
2015,Paraíba,Oct,121
2016,Paraíba,Oct,304
2017,Paraíba,Oct,123
1998,Paraíba,Nov,46
1999,Paraíba,Nov,38
2000,Paraíba,Nov,65
2001,Paraíba,Nov,294
2002,Paraíba,Nov,238
2003,Paraíba,Nov,538
2004,Paraíba,Nov,331
2005,Paraíba,Nov,280
2006,Paraíba,Nov,215
2007,Paraíba,Nov,256
2008,Paraíba,Nov,175
2009,Paraíba,Nov,428
2010,Paraíba,Nov,451
2011,Paraíba,Nov,359
2012,Paraíba,Nov,130
2013,Paraíba,Nov,95
2014,Paraíba,Nov,111
2015,Paraíba,Nov,206
2016,Paraíba,Nov,132
2017,Paraíba,Nov,101
1998,Paraíba,Dec,51
1999,Paraíba,Dec,40
2000,Paraíba,Dec,34
2001,Paraíba,Dec,70
2002,Paraíba,Dec,163
2003,Paraíba,Dec,288
2004,Paraíba,Dec,351
2005,Paraíba,Dec,159
2006,Paraíba,Dec,196
2007,Paraíba,Dec,133
2008,Paraíba,Dec,187
2009,Paraíba,Dec,270
2010,Paraíba,Dec,65
2011,Paraíba,Dec,179
2012,Paraíba,Dec,62
2013,Paraíba,Dec,78
2014,Paraíba,Dec,62
2015,Paraíba,Dec,122
2016,Paraíba,Dec,8
1998,Paraná,Jan,0
1999,Paraná,Jan,7
2000,Paraná,Jan,49
2001,Paraná,Jan,32
2002,Paraná,Jan,47
2003,Paraná,Jan,109
2004,Paraná,Jan,88
2005,Paraná,Jan,55
2006,Paraná,Jan,78
2007,Paraná,Jan,11
2008,Paraná,Jan,35
2009,Paraná,Jan,35
2010,Paraná,Jan,18
2011,Paraná,Jan,35
2012,Paraná,Jan,31
2013,Paraná,Jan,28
2014,Paraná,Jan,86
2015,Paraná,Jan,120
2016,Paraná,Jan,113
2017,Paraná,Jan,55
1998,Paraná,Feb,0
1999,Paraná,Feb,22
2000,Paraná,Feb,67
2001,Paraná,Feb,8
2002,Paraná,Feb,24
2003,Paraná,Feb,46
2004,Paraná,Feb,42
2005,Paraná,Feb,77
2006,Paraná,Feb,60
2007,Paraná,Feb,32
2008,Paraná,Feb,38
2009,Paraná,Feb,21
2010,Paraná,Feb,46
2011,Paraná,Feb,8
2012,Paraná,Feb,40
2013,Paraná,Feb,9
2014,Paraná,Feb,52
2015,Paraná,Feb,58
2016,Paraná,Feb,31
2017,Paraná,Feb,60
1998,Paraná,Mar,0
1999,Paraná,Mar,40
2000,Paraná,Mar,52
2001,Paraná,Mar,12
2002,Paraná,Mar,18
2003,Paraná,Mar,76
2004,Paraná,Mar,83
2005,Paraná,Mar,84
2006,Paraná,Mar,56
2007,Paraná,Mar,54
2008,Paraná,Mar,43
2009,Paraná,Mar,57
2010,Paraná,Mar,22
2011,Paraná,Mar,21
2012,Paraná,Mar,55
2013,Paraná,Mar,18
2014,Paraná,Mar,42
2015,Paraná,Mar,55
2016,Paraná,Mar,63
2017,Paraná,Mar,43
1998,Paraná,Apr,0
1999,Paraná,Apr,39
2000,Paraná,Apr,51
2001,Paraná,Apr,43
2002,Paraná,Apr,84
2003,Paraná,Apr,130
2004,Paraná,Apr,68
2005,Paraná,Apr,22
2006,Paraná,Apr,49
2007,Paraná,Apr,14
2008,Paraná,Apr,62
2009,Paraná,Apr,80
2010,Paraná,Apr,71
2011,Paraná,Apr,38
2012,Paraná,Apr,38
2013,Paraná,Apr,72
2014,Paraná,Apr,38
2015,Paraná,Apr,83
2016,Paraná,Apr,167
2017,Paraná,Apr,77
1998,Paraná,May,0
1999,Paraná,May,57
2000,Paraná,May,43
2001,Paraná,May,26
2002,Paraná,May,65
2003,Paraná,May,115
2004,Paraná,May,9
2005,Paraná,May,125
2006,Paraná,May,90
2007,Paraná,May,14
2008,Paraná,May,41
2009,Paraná,May,117
2010,Paraná,May,39
2011,Paraná,May,97
2012,Paraná,May,86
2013,Paraná,May,85
2014,Paraná,May,109
2015,Paraná,May,77
2016,Paraná,May,72
2017,Paraná,May,49
1998,Paraná,Jun,36
1999,Paraná,Jun,31
2000,Paraná,Jun,53
2001,Paraná,Jun,43
2002,Paraná,Jun,115
2003,Paraná,Jun,159
2004,Paraná,Jun,147
2005,Paraná,Jun,114
2006,Paraná,Jun,62
2007,Paraná,Jun,57
2008,Paraná,Jun,17
2009,Paraná,Jun,105
2010,Paraná,Jun,55
2011,Paraná,Jun,162
2012,Paraná,Jun,77
2013,Paraná,Jun,52
2014,Paraná,Jun,112
2015,Paraná,Jun,201
2016,Paraná,Jun,238
2017,Paraná,Jun,169
1998,Paraná,Jul,59
1999,Paraná,Jul,94
2000,Paraná,Jul,98
2001,Paraná,Jul,122
2002,Paraná,Jul,172
2003,Paraná,Jul,101
2004,Paraná,Jul,148
2005,Paraná,Jul,155
2006,Paraná,Jul,139
2007,Paraná,Jul,60
2008,Paraná,Jul,87
2009,Paraná,Jul,34
2010,Paraná,Jul,196
2011,Paraná,Jul,262
2012,Paraná,Jul,111
2013,Paraná,Jul,168
2014,Paraná,Jul,215
2015,Paraná,Jul,137
2016,Paraná,Jul,504
2017,Paraná,Jul,891
1998,Paraná,Aug,42
1999,Paraná,Aug,938
2000,Paraná,Aug,849
2001,Paraná,Aug,342
2002,Paraná,Aug,1593
2003,Paraná,Aug,1896
2004,Paraná,Aug,1237
2005,Paraná,Aug,800
2006,Paraná,Aug,844
2007,Paraná,Aug,580
2008,Paraná,Aug,205
2009,Paraná,Aug,844
2010,Paraná,Aug,733
2011,Paraná,Aug,435
2012,Paraná,Aug,522
2013,Paraná,Aug,481
2014,Paraná,Aug,646
2015,Paraná,Aug,651
2016,Paraná,Aug,1010
2017,Paraná,Aug,987
1998,Paraná,Sep,61
1999,Paraná,Sep,878
2000,Paraná,Sep,381
2001,Paraná,Sep,258
2002,Paraná,Sep,1071
2003,Paraná,Sep,2446
2004,Paraná,Sep,1360
2005,Paraná,Sep,386
2006,Paraná,Sep,866
2007,Paraná,Sep,960
2008,Paraná,Sep,413
2009,Paraná,Sep,149
2010,Paraná,Sep,270
2011,Paraná,Sep,913
2012,Paraná,Sep,459
2013,Paraná,Sep,476
2014,Paraná,Sep,443
2015,Paraná,Sep,599
2016,Paraná,Sep,1371
2017,Paraná,Sep,1706
1998,Paraná,Oct,61
1999,Paraná,Oct,452
2000,Paraná,Oct,658
2001,Paraná,Oct,209
2002,Paraná,Oct,399
2003,Paraná,Oct,1228
2004,Paraná,Oct,666
2005,Paraná,Oct,157
2006,Paraná,Oct,327
2007,Paraná,Oct,194
2008,Paraná,Oct,78
2009,Paraná,Oct,424
2010,Paraná,Oct,230
2011,Paraná,Oct,256
2012,Paraná,Oct,145
2013,Paraná,Oct,233
2014,Paraná,Oct,411
2015,Paraná,Oct,158
2016,Paraná,Oct,193
2017,Paraná,Oct,134
1998,Paraná,Nov,143
1999,Paraná,Nov,447
2000,Paraná,Nov,85
2001,Paraná,Nov,89
2002,Paraná,Nov,425
2003,Paraná,Nov,503
2004,Paraná,Nov,388
2005,Paraná,Nov,597
2006,Paraná,Nov,60
2007,Paraná,Nov,59
2008,Paraná,Nov,39
2009,Paraná,Nov,90
2010,Paraná,Nov,183
2011,Paraná,Nov,138
2012,Paraná,Nov,142
2013,Paraná,Nov,126
2014,Paraná,Nov,68
2015,Paraná,Nov,18
2016,Paraná,Nov,275
2017,Paraná,Nov,292
1998,Paraná,Dec,82
1999,Paraná,Dec,254
2000,Paraná,Dec,159
2001,Paraná,Dec,85
2002,Paraná,Dec,165
2003,Paraná,Dec,171
2004,Paraná,Dec,151
2005,Paraná,Dec,40
2006,Paraná,Dec,6
2007,Paraná,Dec,22
2008,Paraná,Dec,62
2009,Paraná,Dec,30
2010,Paraná,Dec,37
2011,Paraná,Dec,78
2012,Paraná,Dec,54
2013,Paraná,Dec,155
2014,Paraná,Dec,78
2015,Paraná,Dec,30
2016,Paraná,Dec,45
1998,Pernambuco,Jan,0
1999,Pernambuco,Jan,102
2000,Pernambuco,Jan,3
2001,Pernambuco,Jan,7
2002,Pernambuco,Jan,10
2003,Pernambuco,Jan,188
2004,Pernambuco,Jan,29
2005,Pernambuco,Jan,221
2006,Pernambuco,Jan,148
2007,Pernambuco,Jan,156
2008,Pernambuco,Jan,170
2009,Pernambuco,Jan,256
2010,Pernambuco,Jan,47
2011,Pernambuco,Jan,49
2012,Pernambuco,Jan,146
2013,Pernambuco,Jan,55
2014,Pernambuco,Jan,99
2015,Pernambuco,Jan,109
2016,Pernambuco,Jan,24
2017,Pernambuco,Jan,52
1998,Pernambuco,Feb,0
1999,Pernambuco,Feb,13
2000,Pernambuco,Feb,4
2001,Pernambuco,Feb,2
2002,Pernambuco,Feb,19
2003,Pernambuco,Feb,35
2004,Pernambuco,Feb,8
2005,Pernambuco,Feb,33
2006,Pernambuco,Feb,41
2007,Pernambuco,Feb,21
2008,Pernambuco,Feb,48
2009,Pernambuco,Feb,28
2010,Pernambuco,Feb,33
2011,Pernambuco,Feb,25
2012,Pernambuco,Feb,64
2013,Pernambuco,Feb,29
2014,Pernambuco,Feb,25
2015,Pernambuco,Feb,55
2016,Pernambuco,Feb,19
2017,Pernambuco,Feb,23
1998,Pernambuco,Mar,0
1999,Pernambuco,Mar,27
2000,Pernambuco,Mar,14
2001,Pernambuco,Mar,0
2002,Pernambuco,Mar,24
2003,Pernambuco,Mar,9
2004,Pernambuco,Mar,6
2005,Pernambuco,Mar,45
